id,date,title,key_characteristics,categories,abstract,pdf_url
103292-00,2003-05-07,"FAST10043TC.B11, PCN 103292-00, PD, Product Discontinuance",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/6B138CDF-0970-4AB3-B0D7-EF4E07411C7E/PCN103292-00.pdf
103306-00,2003-05-07,"PDLXT304ANE, PCN 103306-00, PD, Package Product Discontinuance",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/53883336-8023-4269-90C0-7A2285E73F35/PCN103306-00.pdf
103307-00,2003-05-07,"NLXT317PE.A2, PCN 103307-00, PD, Product Discontinuance",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/45522BDF-0BFA-46C5-B6E5-B35DE5C3B7A7/PCN103307-00.pdf
103315-00,2003-05-05,"D845GRG\D845GBV, PCN 103315-00, FYI, Add alternate SIO part",Product Design,Desktop Boards,"Desktop Boards, Product Design",https://QDMS.intel.com/dm/i.aspx/B4CBC05B-7A9D-473E-A0B6-B15170BA050C/PCN103315-00.pdf
103224-00,2003-05-02,"RCLXT16784FB, RCLXT16785FB and LXD9078478501 Product Discontinuance, PCN 103224-00, PD, Abridged Time Line.",Product Design,Networking Products,"Networking Products, Product Design, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/4773D5FC-949E-4AB7-A58F-25DFBF880111/PCN103224-00.pdf
103291-00,2003-05-02,"DISI24R2, DISI32, DISI32CN, DISI32JP, DISI32R2, PCN 103291-00, FYI, Change to correct exceeding the PCI board envelope dimension",Product Design,Telecom and Compute,"Telecom Products, Product Design",https://QDMS.intel.com/dm/i.aspx/846148B8-C859-484D-BF98-46825DEBFF90/PCN103291-00.pdf
103283-00,2003-04-30,"Intel IXDP1200 Advanced Development System and IXM1200 Network Processor Base Card, PCN 103283-00, PD",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/5E3DA678-C8EA-4135-ABF0-48DB0AD06D69/PCN103283-00.pdf
103266-00,2003-04-23,"Intel(R) 0.13 Micron TSOP 32MB Advanced & Advanced+ Boot Block Flash Memory, PCN 103266-00, FFF",Process,Flash Memory Products,"Flash Memory Products, Process",https://QDMS.intel.com/dm/i.aspx/3AC24E19-315B-4CB9-90FD-DB9E88E1C668/PCN103266-00.pdf
103234-00,2003-04-17,"Proline/2V Family, PCN 103234-00, PD, Product Discontinuance caused by component obsolescence and decreasing sales",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/1C335A68-1F9C-4106-B73D-4E3E3B7BBFE6/PCN103234-00.pdf
103267-00,2003-04-17,"Intel(R) Pentium(R) 4 Processor 1.80 GHz with 512KB L2 Cache on .13 Micron Process and Intel(R) Celeron(R) Processor 1.70 GHz on .18 Micron Process, PCN 103267-00, PD, Desktop Tray and Boxed",Product Discontinuance,Desktop Processors,"Desktop Processors, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/1BEBB735-D5C5-4258-BABC-891AB8DC5AAE/PCN103267-00.pdf
103126-00,2003-03-27,"Desktop Intel Celeron Processor with 128KB L2 Cache on .13 Micron Process, PCN 103126-00, FFF, C-1 to D-1 Stepping Conversion",Product Design,Desktop Processors,"Desktop Processors, Product Design",https://QDMS.intel.com/dm/i.aspx/2E3C77A5-47EC-4B06-9116-82450775F948/PCN103126-00.pdf
103062-01,2003-03-24,"D845PEBT2, PCN 103062-01, FFF, chipset stepping conversion, BIOS update, alternate SIO, jumpers, SSID update",Product Design,Desktop Boards,"Desktop Boards, Product Design",https://QDMS.intel.com/dm/i.aspx/FB4D796E-7765-4112-B84D-6805824008C6/PCN103062-01.pdf
103166-00,2003-03-19,"D120JCTLS, PCN 103166-00, FYI, Design upgrade to enable Softfax capability.",Product Design,Telecom and Compute,"Telecom Products, Product Design",https://QDMS.intel.com/dm/i.aspx/72DBAC7C-FC50-4B78-87B9-CE944583628C/PCN103166-00.pdf
103198-01,2003-03-14,"SR2300, PCN 103198-01, FYI, Class 2; PS Support Rivet Change; Front Panel Button Change; I/O Gasket Modification",Product Design,Server Chassis,"Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/AA1BE2CD-8F5A-42B4-AAD7-53EE85FC58CB/PCN103198-01.pdf
103136-00,2003-03-14,"Low Voltage Intel(R) Xeon(TM) Processor at 1.6 GHz, PCN 103136-00, FFF, C-1 to D-1 Stepping Conversion","Product Design, Order Code",Embedded Processors,"Embedded Processors, Order Code, Product Design, Customers may want to perform standard validation testing for this change, see samples detail in PCN.",https://QDMS.intel.com/dm/i.aspx/231DEFA4-02FF-424E-8A3B-5F87E72FA8B6/PCN103136-00.pdf
103170-00,2003-02-27,"SCD243110QCD, PCN 103170-00, PD",Product Discontinuance,"Microcontrollers, Networking Products","Microcontrollers, Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/86648B3F-EB53-40BE-AE84-6786CA50FC89/PCN103170-00.pdf
103067-00,2003-02-26,"D300JCT, PCN 103067-00, FYI, Replace clock buffer to correct erratic and intermittent behavior when running Manufacturing Tests.",Product Design,Telecom and Compute,"Telecom Products, Product Design",https://QDMS.intel.com/dm/i.aspx/C153555B-C6C4-4978-999D-CA58561B8A04/PCN103067-00.pdf
103119-00,2003-02-14,"CPI400B, CPI200B, PCN 103119-00, FYI, Product Upgrade to allow fax reception at 33.6Kbps",Product Design,Telecom and Compute,"Telecom Products, Product Design",https://QDMS.intel.com/dm/i.aspx/BAF1B88E-2F34-4C83-8A61-21D844D749E8/PCN103119-00.pdf
103151-00,2003-02-14,"IXP220, PCN 103151-00, PD",Product Discontinuance,"Embedded Processors, Networking Products","Embedded Processors, Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/CB3495BA-A33D-4303-97D5-EF6973CCCA3B/PCN103151-00.pdf
103148-00,2003-02-12,"EIDXE7500DEVKIT; EIDXE7500BD, PCN 103148-00, PD",Product Discontinuance,Embedded Processors,"Embedded Processors, Product Discontinuance, Customers to place future orders using new order code, see details in PCN.",https://QDMS.intel.com/dm/i.aspx/EF45EF3F-3689-493F-9E60-262FCBCEBAD3/PCN103148-00.pdf
103149-00,2003-02-12,"80960RMINT, PCN 103149-00, PD",Product Discontinuance,Embedded Processors,"Embedded Processors, Product Discontinuance, Customers to place future orders using new order code, see details in PCN.",https://QDMS.intel.com/dm/i.aspx/F30A7173-EC7C-4729-8312-774473823063/PCN103149-00.pdf
103142-00,2003-02-11,"Moon2 (PCI to ISA Bridge), PCN 103142-00, PD, Product Discontinuance and Support Plan",Product Discontinuance,Chipsets,"Chipsets, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/4592EE09-A74A-4555-B6B9-707E7E99D399/PCN103142-00.pdf
103121-00,2003-02-10,"Intel(R) Profusion - PB64 & PID, PCN 103121-00, PD, Product Discontinuance and Support Plan",Product Discontinuance,Chipsets,"Chipsets, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/BE17B281-1841-455A-80DC-1D033AD53546/PCN103121-00.pdf
103091-00,2003-02-05,"Software System Release SR4.2 OS2, PCN 103091-00, PD, Product Discontinuance caused by low number of downloads and shipments and availability of improved System Releases",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/CE2792E5-D70C-4E2C-A9F0-BE8E91F2679E/PCN103091-00.pdf
103092-00,2003-02-05,"Software System Release SR 2.0 OPENSERVER 5, PCN 103092-00, PD, Product Discontinuance caused by low number of downloads and shipments and availability of improved System Releases.",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/EE130C4E-43D8-436C-B75B-7F2BA6F95028/PCN103092-00.pdf
103093-00,2003-02-05,"Software System Release Rel 3.0 UNIXWARE 7, SR 2.0 UNIXWARE 2, PCN 103093-00, PD, Product Discontinuance caused by low number of downloads and shipments and availability of improved System Releases",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/B0BC6CD6-0F26-4A0E-B26A-5E362AF71214/PCN103093-00.pdf
103102-00,2003-02-05,"CTConnect Version 5.0, PCN 103102-00, PD, Product replaced by Intel(R) NetMerge(TM) Call Processing Software Version 6.0",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/49B12FE1-806E-401A-B0DC-045C32D1D2A7/PCN103102-00.pdf
103088-00,2003-02-04,"Intel(R) E8870 Chipset, PCN 103088-00, FFF, SIOH C1 to C2 Stepping Conversion",Product Design,Chipsets,"Chipsets, Product Design, Customers may want to perform standard validation testing for this change, see samples detail in PCN.",https://QDMS.intel.com/dm/i.aspx/675459B4-FA25-429C-B863-C45A05FF2850/PCN103088-00.pdf
103089-00,2003-02-04,"Intel(R) E8870 Chipset, PCN 103089-00, FFF, SNCM C0 to C1 Stepping Conversion",Product Design,Chipsets,"Chipsets, Product Design, Customers may want to perform standard validation testing for this change, see samples detail in PCN.",https://QDMS.intel.com/dm/i.aspx/344B9C91-3140-4DD2-9A01-8C4F3B134A60/PCN103089-00.pdf
103048-00,2003-01-31,"GC80302, GC80303, GC80312, GC80960RN/RM/RS 100, PCN 103048-00, FYI, Tray color change",Transport Media,"Embedded Processors, Networking Products","Embedded Processors, Networking Products, Transport Media",https://QDMS.intel.com/dm/i.aspx/6BBC53E3-9611-4DF8-91F4-5FFB2143AD14/PCN103048-00.pdf
103066-00,2003-01-27,"Telecom & Networking Products, PCN 103066-00, FYI, Bubble Wrap Elimination for Tape & Reel Products",Transport Media,"Networking Products, Telecom and Compute","Networking Products, Telecom Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/36271DAF-A2A2-4C27-806C-4D3D8419CF14/PCN103066-00.pdf
103037-00,2003-01-17,"Intel(R) Stacked Chip Scale Package with 16Mb Advanced+ Boot Block Flash and 2Mb SRAM and 4Mb SRAM, 0.13 Micron Flash Memory Process Conversion, PCN 103037-00, FFF",Process,Flash Memory Products,"Flash Memory Products, Process",https://QDMS.intel.com/dm/i.aspx/5A3601C5-75C7-47C3-8C84-D3C62A0532F2/PCN103037-00.pdf
103040-00,2003-01-16,"Telecom and Networking Products, PCN 103040-00, FYI, Line Item Consolidation",Order Code,"Networking Products, Telecom and Compute","Networking Products, Telecom Products, Order Code, Customers to place future orders using new order code, see details in PCN.",https://QDMS.intel.com/dm/i.aspx/7C61AB2D-D4B3-4991-B182-AC66E6872064/PCN103040-00.pdf
103049-00,2003-01-16,"LXT980AHC, LXT983AHC, PCN 103049-00, PD, Product Discontinuance",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/CD26E9CE-E417-44D8-A5F5-E21B2B3BCB62/PCN103049-00.pdf
103061-00,2003-01-16,"D845PEBT2, PCN 103061-00, FFF, Chipset stepping conversion, BIOS update",Product Design,Desktop Boards,"Desktop Boards, Product Design",https://QDMS.intel.com/dm/i.aspx/FD0A9B7D-07B5-4E1D-BE57-5BF107DE9B6E/PCN103061-00.pdf
102826-00,2003-01-06,"Intel(R) 460GX, PCN 102826-00, PD, Product Discontinuance and Support Plan",Product Discontinuance,Chipsets,"Chipsets, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/A962F31E-AEB9-4B99-B177-4CB5D778C37D/PCN102826-00.pdf
102979-00,2003-01-06,"High Density Media and Network Interface Single Span/Dual Span Family, PCN 102979-00, PD, Product Discontinuance caused by component obsolescence and decreasing sales.",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/21B33DDA-E3B8-4B17-A259-7D9261E7CF06/PCN102979-00.pdf
103016-00,2003-01-06,"High Density Conferencing Resource Family, PCN 103016-00, PD, Product Discontinuance caused by component obsolescence and decreasing sales.",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/4B24FED1-4883-445D-8A1A-553819D7F14E/PCN103016-00.pdf
103019-00,2003-01-06,"High Density Voice Resource Family, PCN 103019-00, PD, Product Discontinuance caused by component obsolescence and decreasing sales.",Product Discontinuance,Telecom and Compute,"Telecom Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/C5A5DEAD-F661-42F4-845B-72F042C0E8EC/PCN103019-00.pdf
104683-02,2004-12-29,"D910GLDW, D915GVWB, PCN 104683-02, FFF, Update BIOS, Remove mic logo, SIO revision.",Manufacturing Site,Desktop Boards,"Desktop Boards, Manufacturing Site",https://QDMS.intel.com/dm/i.aspx/BF6FEEA5-779F-4A6D-B873-781847C3CA90/PCN104683-02.pdf
104650-01,2004-12-17,"SR2400JR2, PCN 104650-01, FYI, Class 2 - Changes to Packaging, Deployment Toolkit CDROM, Hard Drive Carrier Assembly, CDROM interposer",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/A8F2FEC2-B869-46E8-8DC7-168B6B41D0FA/D104650-01.pdf
104661-00,2004-12-17,"SR1400JR2, PCN 104661-00, FYI, Class 2 - Changes to Packaging, Deployment Toolkit CDROM, CDROM interposer",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/9EA93F6F-1DDD-4EB1-8C80-BE24C1C0E72E/D104661-00.pdf
104664-00,2004-12-17,"SR2400 Electrical Spares Kit, PCN 104664-00, FYI, Class 2: CDROM Interposer Assembly Change",Product Material,Server Chassis,"Server Chassis, Product Material, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/26037AA1-15EA-4DD4-A913-F2EB28169206/D104664-00.pdf
104665-00,2004-12-17,"SR1400 & SR2400 Fixed Drive Kit, PCN 104665-00, FYI, Class 2: CDROM Interposer Card Assembly Change",Product Material,Server Chassis,"Server Chassis, Product Material, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/964FC09C-A1F9-40DF-BB65-0EF16ED30D55/D104665-00.pdf
104637-00,2004-12-15,"Intel(R) Pentium(R) 4 Processor 2.80 GHz 533FSB w/512k cache on 0.13 micron Process Technology, PCN 104637-00, PD, Product Discontinuance for Tray, Boxed and Support Plan",Product Discontinuance,Desktop Processors,"Desktop Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/4A4B4A3B-1AEE-4A3E-B780-04E8A161DBB0/PCN104637-00.pdf
104618-01,2004-12-14,"D915PCM, D915PCY, PCN 104618-01, FFF, Update BIOS, All Fan FETs allow 800ma current",Manufacturing Site,Desktop Boards,"Desktop Boards, Manufacturing Site",https://QDMS.intel.com/dm/i.aspx/D84A7A8F-9E9C-421D-BFF7-D1A6FE4F0DCA/PCN104618-01.pdf
104648-00,2004-12-13,"SR1400 & SR2400, PCN 104648-00, FYI, Class 2: Packaging Material Change",Product Material,Server Chassis,"Server Chassis, Product Material, Date to implement this change is a non-standard compressed timeline; please see PCN details for further information.",https://QDMS.intel.com/dm/i.aspx/AD521BAD-03F7-47B6-9B3B-FC9329AA427A/D104648-00.pdf
104625-00,2004-12-09,"Select Optical Networking Components & Applicable Eval Board, Abridged Timeline, PCN 104625-00, PD",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance",https://QDMS.intel.com/dm/i.aspx/180710F9-1FDA-4471-9B0B-C91BFBACD2B3/PCN104625-00.pdf
104602-02,2004-12-07,"SE7520JR2, PCN 104602-02, FYI, Class 2 - Server Deployment Tool Kit CDROM Change",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/22FA9586-3971-4E46-A43D-65BAB3DE45EC/D104602-02.pdf
